Time(s),TotalLungVolume(L),TidalVolume(mL),OxygenSaturation,CardiacOutput(L/min),HeartRate(1/min),HeartStrokeVolume(mL),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),RespirationRate(1/min),EndTidalCarbonDioxideFraction,ArterialBloodPH,Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg)
940.12,3.505,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.14,3.503,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.16,3.500,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.18,3.498,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.20,3.495,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.22,3.493,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.24,3.490,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.26,3.488,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.28,3.485,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.30,3.482,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.32,3.480,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.34,3.477,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.36,3.474,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.38,3.472,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.40,3.469,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.42,3.467,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.44,3.464,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.46,3.461,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.48,3.459,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.50,3.456,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.52,3.453,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.54,3.451,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.56,3.448,151.613,0.960,4.71,101.14,46.6,80.3,91.6,37.97,0.0405,7.31,81,51,0
940.58,3.446,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.60,3.443,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.62,3.440,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.64,3.438,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.66,3.435,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.68,3.432,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.70,3.430,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.72,3.427,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.74,3.425,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.76,3.422,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.78,3.420,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.80,3.417,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.82,3.414,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.84,3.412,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.86,3.409,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.88,3.407,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.90,3.404,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.92,3.402,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.94,3.399,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.96,3.396,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
940.98,3.394,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.00,3.392,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.02,3.390,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.04,3.388,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.06,3.387,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.08,3.387,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.10,3.386,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.12,3.386,151.613,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.14,3.386,151.594,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.16,3.411,151.594,0.960,4.70,101.20,46.4,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.18,3.449,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.20,3.500,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.22,3.538,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.24,3.551,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.26,3.544,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.28,3.544,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.30,3.543,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.32,3.542,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.34,3.541,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.36,3.540,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.38,3.539,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.40,3.537,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.42,3.536,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.44,3.534,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.46,3.532,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.48,3.530,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.50,3.528,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.52,3.526,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.54,3.524,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.56,3.522,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.58,3.520,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.60,3.517,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.62,3.515,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.64,3.513,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.66,3.510,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.68,3.508,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.70,3.505,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.72,3.503,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.74,3.500,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.76,3.498,151.594,0.960,4.67,101.02,46.3,80.5,91.8,37.97,0.0405,7.31,81,51,0
941.78,3.495,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.80,3.493,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.82,3.490,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.84,3.487,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.86,3.485,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.88,3.482,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.90,3.480,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.92,3.477,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.94,3.474,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.96,3.472,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
941.98,3.469,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.00,3.466,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.02,3.464,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.04,3.461,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.06,3.459,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.08,3.456,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.10,3.453,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.12,3.451,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.14,3.448,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.16,3.445,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.18,3.443,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.20,3.440,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.22,3.438,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.24,3.435,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.26,3.432,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.28,3.430,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.30,3.427,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.32,3.425,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.34,3.422,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.36,3.419,151.594,0.960,4.64,100.84,46.0,80.4,91.6,37.97,0.0405,7.31,81,51,0
942.38,3.417,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.40,3.414,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.42,3.412,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.44,3.409,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.46,3.407,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.48,3.404,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.50,3.401,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.52,3.399,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.54,3.396,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.56,3.394,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.58,3.392,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.60,3.390,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.62,3.388,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.64,3.387,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.66,3.386,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.68,3.386,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.70,3.386,151.594,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.72,3.386,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.74,3.411,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.76,3.449,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.78,3.499,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.80,3.538,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.82,3.551,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.84,3.544,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.86,3.544,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.88,3.543,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.90,3.542,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.92,3.541,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.94,3.540,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.96,3.539,151.577,0.960,4.58,100.69,45.5,80.0,91.2,37.97,0.0405,7.31,81,51,0
942.98,3.537,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.00,3.536,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.02,3.534,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.04,3.532,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.06,3.530,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.08,3.528,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.10,3.526,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.12,3.524,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.14,3.522,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.16,3.520,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.18,3.517,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.20,3.515,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.22,3.512,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.24,3.510,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.26,3.508,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.28,3.505,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.30,3.503,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.32,3.500,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.34,3.498,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.36,3.495,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.38,3.492,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.40,3.490,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.42,3.487,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.44,3.485,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.46,3.482,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.48,3.479,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.50,3.477,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.52,3.474,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.54,3.472,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.56,3.469,151.577,0.960,4.53,100.65,45.0,79.6,90.6,37.97,0.0405,7.31,81,51,0
943.58,3.466,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.60,3.464,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.62,3.461,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.64,3.458,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.66,3.456,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.68,3.453,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.70,3.451,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.72,3.448,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.74,3.445,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.76,3.443,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.78,3.440,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.80,3.437,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.82,3.435,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.84,3.432,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.86,3.430,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.88,3.427,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.90,3.424,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.92,3.422,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.94,3.419,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.96,3.417,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
943.98,3.414,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.00,3.412,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.02,3.409,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.04,3.406,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.06,3.404,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.08,3.401,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.10,3.399,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.12,3.396,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.14,3.394,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.16,3.391,151.577,0.960,4.49,100.79,44.6,79.1,90.1,37.97,0.0405,7.31,81,51,0
944.18,3.390,151.577,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0405,7.31,81,51,0
944.20,3.388,151.577,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0405,7.31,81,51,0
944.22,3.387,151.577,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0405,7.31,81,51,0
944.24,3.386,151.577,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0405,7.31,81,51,0
944.26,3.386,151.577,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0405,7.31,81,51,0
944.28,3.386,151.577,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0405,7.31,81,51,0
944.30,3.386,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.31,81,51,0
944.32,3.410,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.34,3.449,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.36,3.499,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.38,3.538,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.40,3.551,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.42,3.544,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.44,3.544,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.46,3.543,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.48,3.542,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.50,3.541,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.52,3.540,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.54,3.539,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.56,3.537,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.58,3.536,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.60,3.534,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.62,3.532,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.64,3.530,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.66,3.528,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.68,3.526,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.70,3.524,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.72,3.522,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.74,3.519,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.76,3.517,151.560,0.960,4.58,101.07,45.3,79.2,90.2,37.97,0.0404,7.32,81,51,0
944.78,3.515,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.80,3.512,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.82,3.510,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.84,3.507,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.86,3.505,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.88,3.502,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.90,3.500,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.92,3.497,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.94,3.495,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.96,3.492,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
944.98,3.490,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.00,3.487,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.02,3.485,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.04,3.482,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.06,3.479,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.08,3.477,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.10,3.474,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.12,3.471,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
