Time(s),TotalLungVolume(L),TidalVolume(mL),OxygenSaturation,CardiacOutput(L/min),HeartRate(1/min),HeartStrokeVolume(mL),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),RespirationRate(1/min),EndTidalCarbonDioxideFraction,ArterialBloodPH,Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg)
945.14,3.469,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.16,3.466,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.18,3.464,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.20,3.461,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.22,3.458,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.24,3.456,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.26,3.453,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.28,3.450,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.30,3.448,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.32,3.445,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.34,3.443,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.36,3.440,151.560,0.960,4.67,101.50,46.0,79.6,90.8,37.97,0.0404,7.32,81,51,0
945.38,3.437,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.40,3.435,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.42,3.432,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.44,3.429,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.46,3.427,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.48,3.424,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.50,3.422,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.52,3.419,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.54,3.417,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.56,3.414,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.58,3.411,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.60,3.409,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.62,3.406,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.64,3.404,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.66,3.401,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.68,3.399,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.70,3.396,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.72,3.394,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.74,3.391,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.76,3.390,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.78,3.388,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.80,3.387,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.82,3.386,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.84,3.386,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.86,3.385,151.560,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.88,3.386,151.544,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.90,3.410,151.544,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.92,3.449,151.544,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.94,3.499,151.544,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.96,3.538,151.544,0.960,4.68,101.76,46.0,79.9,91.0,37.97,0.0404,7.32,81,51,0
945.98,3.551,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.00,3.544,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.02,3.543,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.04,3.543,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.06,3.542,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.08,3.541,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.10,3.540,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.12,3.538,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.14,3.537,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.16,3.535,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.18,3.534,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.20,3.532,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.22,3.530,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.24,3.528,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.26,3.526,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.28,3.524,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.30,3.521,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.32,3.519,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.34,3.517,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.36,3.515,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.38,3.512,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.40,3.510,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.42,3.507,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.44,3.505,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.46,3.502,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.48,3.500,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.50,3.497,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.52,3.495,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.54,3.492,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.56,3.490,151.544,0.960,4.64,101.73,45.6,79.8,90.9,37.97,0.0404,7.32,81,51,0
946.58,3.487,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.60,3.484,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.62,3.482,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.64,3.479,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.66,3.477,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.68,3.474,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.70,3.471,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.72,3.469,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.74,3.466,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.76,3.463,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.78,3.461,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.80,3.458,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.82,3.456,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.84,3.453,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.86,3.450,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.88,3.448,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.90,3.445,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.92,3.442,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.94,3.440,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.96,3.437,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
946.98,3.435,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.00,3.432,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.02,3.429,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.04,3.427,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.06,3.424,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.08,3.422,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.10,3.419,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.12,3.416,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.14,3.414,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.16,3.411,151.544,0.960,4.59,101.61,45.1,79.5,90.6,37.97,0.0404,7.32,81,51,0
947.18,3.409,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.20,3.406,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.22,3.404,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.24,3.401,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.26,3.398,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.28,3.396,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.30,3.393,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.32,3.391,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.34,3.389,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.36,3.388,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.38,3.387,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.40,3.386,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.42,3.386,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.44,3.385,151.544,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.46,3.385,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.48,3.410,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.50,3.449,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.52,3.499,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.54,3.537,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.56,3.551,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.58,3.544,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.60,3.543,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.62,3.543,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.64,3.542,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.66,3.541,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.68,3.540,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.70,3.538,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.72,3.537,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.74,3.535,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.76,3.533,151.528,0.960,4.58,101.54,45.1,79.3,90.3,37.97,0.0404,7.32,81,51,0
947.78,3.532,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,81,51,0
947.80,3.530,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,81,51,0
947.82,3.528,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,81,51,0
947.84,3.526,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,81,51,0
947.86,3.524,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
947.88,3.521,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
947.90,3.519,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
947.92,3.517,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
947.94,3.514,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
947.96,3.512,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
947.98,3.510,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.00,3.507,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.02,3.505,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.04,3.502,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.06,3.500,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.08,3.497,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.10,3.495,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.12,3.492,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.14,3.489,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.16,3.487,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.18,3.484,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.20,3.482,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.22,3.479,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.24,3.476,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.26,3.474,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.28,3.471,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.30,3.469,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.32,3.466,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.34,3.463,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.36,3.461,151.528,0.960,4.58,101.63,45.1,79.2,90.2,37.97,0.0404,7.32,82,51,0
948.38,3.458,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,82,51,0
948.40,3.455,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,82,51,0
948.42,3.453,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,82,51,0
948.44,3.450,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,82,51,0
948.46,3.447,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.48,3.445,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.50,3.442,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.52,3.440,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.54,3.437,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.56,3.434,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.58,3.432,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.60,3.429,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.62,3.427,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.64,3.424,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.66,3.421,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.68,3.419,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.70,3.416,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.72,3.414,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.74,3.411,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.76,3.409,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.78,3.406,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.80,3.403,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.82,3.401,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.84,3.398,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.86,3.396,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.88,3.393,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.90,3.391,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.92,3.389,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.94,3.388,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.96,3.387,151.528,0.960,4.56,101.80,44.8,79.0,89.9,37.97,0.0404,7.32,81,51,0
948.98,3.386,151.528,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.00,3.385,151.528,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.02,3.385,151.528,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.04,3.385,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.06,3.410,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.08,3.449,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.10,3.499,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.12,3.537,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.14,3.550,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.16,3.543,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.18,3.543,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.20,3.542,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.22,3.542,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.24,3.541,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.26,3.539,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.28,3.538,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.30,3.537,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.32,3.535,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.34,3.533,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.36,3.532,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.38,3.530,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.40,3.528,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.42,3.526,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.44,3.523,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.46,3.521,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.48,3.519,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.50,3.517,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.52,3.514,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.54,3.512,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.56,3.509,151.511,0.960,4.64,101.95,45.5,79.2,90.3,37.97,0.0404,7.32,81,51,0
949.58,3.507,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.60,3.505,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.62,3.502,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.64,3.500,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.66,3.497,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.68,3.494,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.70,3.492,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.72,3.489,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.74,3.487,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.76,3.484,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.78,3.481,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.80,3.479,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.82,3.476,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.84,3.474,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.86,3.471,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.88,3.468,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.90,3.466,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.92,3.463,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.94,3.460,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.96,3.458,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
949.98,3.455,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.00,3.453,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.02,3.450,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.04,3.447,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.06,3.445,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.08,3.442,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.10,3.439,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.12,3.437,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
950.14,3.434,151.511,0.960,4.72,102.17,46.2,79.8,90.9,37.97,0.0404,7.32,81,51,0
